alias,food_key,language,source
Vegetable curry,fndds_vegetable_curry,en,usda_fndds_exact
"Stew, vegetable",fndds_stew_vegetable,en,usda_fndds_exact
Stew vegetable,fndds_stew_vegetable,en,usda_fndds_generated
vegetable Stew,fndds_stew_vegetable,en,usda_fndds_generated
Green bean casserole,fndds_green_bean_casserole,en,usda_fndds_exact
"Mushrooms, stuffed",fndds_mushrooms_stuffed,en,usda_fndds_exact
Mushrooms stuffed,fndds_mushrooms_stuffed,en,usda_fndds_generated
stuffed Mushrooms,fndds_mushrooms_stuffed,en,usda_fndds_generated
"Tomatoes, scalloped",fndds_tomatoes_scalloped,en,usda_fndds_exact
Tomatoes scalloped,fndds_tomatoes_scalloped,en,usda_fndds_generated
scalloped Tomatoes,fndds_tomatoes_scalloped,en,usda_fndds_generated
Idli,fndds_idli,en,usda_fndds_exact
Rice pilaf,fndds_rice_pilaf,en,usda_fndds_exact
Dirty rice,fndds_dirty_rice,en,usda_fndds_exact
Rice dressing,fndds_rice_dressing,en,usda_fndds_exact
Rice croquette,fndds_rice_croquette,en,usda_fndds_exact
Biryani with meat,fndds_biryani_with_meat,en,usda_fndds_exact
Rice with raisins,fndds_rice_with_raisins,en,usda_fndds_exact
Paella with seafood,fndds_paella_with_seafood,en,usda_fndds_exact
"Bibimbap, Korean",fndds_bibimbap_korean,en,usda_fndds_exact
Bibimbap Korean,fndds_bibimbap_korean,en,usda_fndds_generated
Korean Bibimbap,fndds_bibimbap_korean,en,usda_fndds_generated
"Congee, with egg",fndds_congee_with_egg,en,usda_fndds_exact
Congee with egg,fndds_congee_with_egg,en,usda_fndds_generated
Biryani with chicken,fndds_biryani_with_chicken,en,usda_fndds_exact
Flavored rice mixture,fndds_flavored_rice_mixture,en,usda_fndds_exact
Biryani with vegetables,fndds_biryani_with_vegetables,en,usda_fndds_exact
"Congee, with vegetables",fndds_congee_with_vegetables,en,usda_fndds_exact
Congee with vegetables,fndds_congee_with_vegetables,en,usda_fndds_generated
"Spanish rice, fat added",fndds_spanish_rice_fat_added,en,usda_fndds_exact
Spanish rice fat added,fndds_spanish_rice_fat_added,en,usda_fndds_generated
Jambalaya with meat and rice,fndds_jambalaya_with_meat_and_rice,en,usda_fndds_exact
Cake made with glutinous rice,fndds_cake_made_with_glutinous_rice,en,usda_fndds_exact
Flavored pasta,fndds_flavored_pasta,en,usda_fndds_exact
Noodle pudding,fndds_noodle_pudding,en,usda_fndds_exact
Lasagna with meat,fndds_lasagna_with_meat,en,usda_fndds_exact
"Gnocchi, cheese",fndds_gnocchi_cheese,en,usda_fndds_exact
Gnocchi cheese,fndds_gnocchi_cheese,en,usda_fndds_generated
cheese Gnocchi,fndds_gnocchi_cheese,en,usda_fndds_generated
"Gnocchi, potato",fndds_gnocchi_potato,en,usda_fndds_exact
Gnocchi potato,fndds_gnocchi_potato,en,usda_fndds_generated
potato Gnocchi,fndds_gnocchi_potato,en,usda_fndds_generated
"Lasagna, meatless",fndds_lasagna_meatless,en,usda_fndds_exact
Lasagna meatless,fndds_lasagna_meatless,en,usda_fndds_generated
meatless Lasagna,fndds_lasagna_meatless,en,usda_fndds_generated
"Lasagna with meat, canned",fndds_lasagna_with_meat_canned,en,usda_fndds_exact
Lasagna with meat canned,fndds_lasagna_with_meat_canned,en,usda_fndds_generated
"Lasagna with meat, frozen",fndds_lasagna_with_meat_frozen,en,usda_fndds_exact
Lasagna with meat frozen,fndds_lasagna_with_meat_frozen,en,usda_fndds_generated
Lasagna with meat and spinach,fndds_lasagna_with_meat_and_spinach,en,usda_fndds_exact
Lasagna with chicken or turkey,fndds_lasagna_with_chicken_or_turkey,en,usda_fndds_exact
Macaroni or pasta salad with egg,fndds_macaroni_or_pasta_salad_with_egg,en,usda_fndds_exact
Macaroni or pasta salad with tuna,fndds_macaroni_or_pasta_salad_with_tuna,en,usda_fndds_exact
Macaroni or pasta salad with meat,fndds_macaroni_or_pasta_salad_with_meat,en,usda_fndds_exact
"Lasagna with meat, home recipe",fndds_lasagna_with_meat_home_recipe,en,usda_fndds_exact
Lasagna with meat home recipe,fndds_lasagna_with_meat_home_recipe,en,usda_fndds_generated
Macaroni or pasta salad with shrimp,fndds_macaroni_or_pasta_salad_with_shrimp,en,usda_fndds_exact
Macaroni or pasta salad with cheese,fndds_macaroni_or_pasta_salad_with_cheese,en,usda_fndds_exact
Macaroni or pasta salad with chicken,fndds_macaroni_or_pasta_salad_with_chicken,en,usda_fndds_exact
"Ravioli, meat-filled, no sauce",fndds_ravioli_meat_filled_no_sauce,en,usda_fndds_exact
Ravioli meat-filled no sauce,fndds_ravioli_meat_filled_no_sauce,en,usda_fndds_generated
no sauce meat-filled Ravioli,fndds_ravioli_meat_filled_no_sauce,en,usda_fndds_generated
Macaroni or pasta salad with crab meat,fndds_macaroni_or_pasta_salad_with_crab_meat,en,usda_fndds_exact
"Pasta with cream sauce, home recipe",fndds_pasta_with_cream_sauce_home_recipe,en,usda_fndds_exact
Pasta with cream sauce home recipe,fndds_pasta_with_cream_sauce_home_recipe,en,usda_fndds_generated
Macaroni or noodles with cheese,fndds_macaroni_or_noodles_with_cheese,en,usda_fndds_exact
Macaroni or noodles with cheese and egg,fndds_macaroni_or_noodles_with_cheese_and_egg,en,usda_fndds_exact
Macaroni or noodles with cheese and tuna,fndds_macaroni_or_noodles_with_cheese_and_tuna,en,usda_fndds_exact
Macaroni or noodles with cheese and meat,fndds_macaroni_or_noodles_with_cheese_and_meat,en,usda_fndds_exact
Macaroni or noodles with cheese and tomato,fndds_macaroni_or_noodles_with_cheese_and_tomato,en,usda_fndds_exact
"Macaroni or noodles with cheese, canned",fndds_macaroni_or_noodles_with_cheese_canned,en,usda_fndds_exact
Macaroni or noodles with cheese canned,fndds_macaroni_or_noodles_with_cheese_canned,en,usda_fndds_generated
"Macaroni or noodles with cheese, whole grain",fndds_macaroni_or_noodles_with_cheese_whole_grain,en,usda_fndds_exact
Macaroni or noodles with cheese whole grain,fndds_macaroni_or_noodles_with_cheese_whole_grain,en,usda_fndds_generated
Vada,fndds_vada,en,usda_fndds_exact
Knish,fndds_knish,en,usda_fndds_exact
Samosa,fndds_samosa,en,usda_fndds_exact
Pierogi,fndds_pierogi,en,usda_fndds_exact
Tabbouleh,fndds_tabbouleh,en,usda_fndds_exact
Spanakopita,fndds_spanakopita,en,usda_fndds_exact
Bread stuffing,fndds_bread_stuffing,en,usda_fndds_exact
"Empanada, beef",fndds_empanada_beef,en,usda_fndds_exact
Empanada beef,fndds_empanada_beef,en,usda_fndds_generated
beef Empanada,fndds_empanada_beef,en,usda_fndds_generated
Cornbread stuffing,fndds_cornbread_stuffing,en,usda_fndds_exact
"Crepe, with meat",fndds_crepe_with_meat,en,usda_fndds_exact
Crepe with meat,fndds_crepe_with_meat,en,usda_fndds_generated
Pad Thai with meat,fndds_pad_thai_with_meat,en,usda_fndds_exact
"Lo mein, meatless",fndds_lo_mein_meatless,en,usda_fndds_exact
Lo mein meatless,fndds_lo_mein_meatless,en,usda_fndds_generated
meatless Lo mein,fndds_lo_mein_meatless,en,usda_fndds_generated
Pad Thai with chicken,fndds_pad_thai_with_chicken,en,usda_fndds_exact
Pad Thai with seafood,fndds_pad_thai_with_seafood,en,usda_fndds_exact
"Lo mein, with pork",fndds_lo_mein_with_pork,en,usda_fndds_exact
Lo mein with pork,fndds_lo_mein_with_pork,en,usda_fndds_generated
"Lo mein, with beef",fndds_lo_mein_with_beef,en,usda_fndds_exact
Lo mein with beef,fndds_lo_mein_with_beef,en,usda_fndds_generated
"Pad Thai, meatless",fndds_pad_thai_meatless,en,usda_fndds_exact
Pad Thai meatless,fndds_pad_thai_meatless,en,usda_fndds_generated
meatless Pad Thai,fndds_pad_thai_meatless,en,usda_fndds_generated
"Lo mein, with shrimp",fndds_lo_mein_with_shrimp,en,usda_fndds_exact
Lo mein with shrimp,fndds_lo_mein_with_shrimp,en,usda_fndds_generated
"Lo mein, with chicken",fndds_lo_mein_with_chicken,en,usda_fndds_exact
Lo mein with chicken,fndds_lo_mein_with_chicken,en,usda_fndds_generated
"Rice, fried, meatless",fndds_rice_fried_meatless,en,usda_fndds_exact
Rice fried meatless,fndds_rice_fried_meatless,en,usda_fndds_generated
meatless fried Rice,fndds_rice_fried_meatless,en,usda_fndds_generated
Hunan beef,fndds_hunan_beef,en,usda_fndds_exact
Szechuan beef,fndds_szechuan_beef,en,usda_fndds_exact
Kung Pao beef,fndds_kung_pao_beef,en,usda_fndds_exact
Kung Pao pork,fndds_kung_pao_pork,en,usda_fndds_exact
Steak teriyaki,fndds_steak_teriyaki,en,usda_fndds_exact
Orange chicken,fndds_orange_chicken,en,usda_fndds_exact
Sesame chicken,fndds_sesame_chicken,en,usda_fndds_exact
Almond chicken,fndds_almond_chicken,en,usda_fndds_exact
Shrimp teriyaki,fndds_shrimp_teriyaki,en,usda_fndds_exact
Moo Goo Gai Pan,fndds_moo_goo_gai_pan,en,usda_fndds_exact
Kung Pao shrimp,fndds_kung_pao_shrimp,en,usda_fndds_exact
Kung pao chicken,fndds_kung_pao_chicken,en,usda_fndds_exact
Beef and broccoli,fndds_beef_and_broccoli,en,usda_fndds_exact
Pork egg foo yung,fndds_pork_egg_foo_yung,en,usda_fndds_exact
Bao bun,fndds_bao_bun,en,usda_fndds_exact
Sushi roll tuna,fndds_sushi_roll_tuna,en,usda_fndds_exact
"Sushi roll, eel",fndds_sushi_roll_eel,en,usda_fndds_exact
Sushi roll eel,fndds_sushi_roll_eel,en,usda_fndds_generated
eel Sushi roll,fndds_sushi_roll_eel,en,usda_fndds_generated
"Bao bun, no meat",fndds_bao_bun_no_meat,en,usda_fndds_exact
Bao bun no meat,fndds_bao_bun_no_meat,en,usda_fndds_generated
no meat Bao bun,fndds_bao_bun_no_meat,en,usda_fndds_generated
"Egg roll, meatless",fndds_egg_roll_meatless,en,usda_fndds_exact
Egg roll meatless,fndds_egg_roll_meatless,en,usda_fndds_generated
meatless Egg roll,fndds_egg_roll_meatless,en,usda_fndds_generated
"Sushi roll, salmon",fndds_sushi_roll_salmon,en,usda_fndds_exact
Sushi roll salmon,fndds_sushi_roll_salmon,en,usda_fndds_generated
salmon Sushi roll,fndds_sushi_roll_salmon,en,usda_fndds_generated
"Sushi roll, shrimp",fndds_sushi_roll_shrimp,en,usda_fndds_exact
Sushi roll shrimp,fndds_sushi_roll_shrimp,en,usda_fndds_generated
shrimp Sushi roll,fndds_sushi_roll_shrimp,en,usda_fndds_generated
"Sushi roll, avocado",fndds_sushi_roll_avocado,en,usda_fndds_exact
Sushi roll avocado,fndds_sushi_roll_avocado,en,usda_fndds_generated
avocado Sushi roll,fndds_sushi_roll_avocado,en,usda_fndds_generated
"Taco, fish",fndds_taco_fish,en,usda_fndds_exact
Taco fish,fndds_taco_fish,en,usda_fndds_generated
fish Taco,fndds_taco_fish,en,usda_fndds_generated
"Taco, cheese only",fndds_taco_cheese_only,en,usda_fndds_exact
Taco cheese only,fndds_taco_cheese_only,en,usda_fndds_generated
cheese only Taco,fndds_taco_cheese_only,en,usda_fndds_generated
"Burrito, cheese only",fndds_burrito_cheese_only,en,usda_fndds_exact
Burrito cheese only,fndds_burrito_cheese_only,en,usda_fndds_generated
cheese only Burrito,fndds_burrito_cheese_only,en,usda_fndds_generated
"Taco, meat, no cheese",fndds_taco_meat_no_cheese,en,usda_fndds_exact
Taco meat no cheese,fndds_taco_meat_no_cheese,en,usda_fndds_generated
no cheese meat Taco,fndds_taco_meat_no_cheese,en,usda_fndds_generated
"Burrito, beef, cheese",fndds_burrito_beef_cheese,en,usda_fndds_exact
Burrito beef cheese,fndds_burrito_beef_cheese,en,usda_fndds_generated
cheese beef Burrito,fndds_burrito_beef_cheese,en,usda_fndds_generated
"Burrito, pork, cheese",fndds_burrito_pork_cheese,en,usda_fndds_exact
Burrito pork cheese,fndds_burrito_pork_cheese,en,usda_fndds_generated
cheese pork Burrito,fndds_burrito_pork_cheese,en,usda_fndds_generated
Taco or tostada salad with meat,fndds_taco_or_tostada_salad_with_meat,en,usda_fndds_exact
"Burrito, chicken, cheese",fndds_burrito_chicken_cheese,en,usda_fndds_exact
Burrito chicken cheese,fndds_burrito_chicken_cheese,en,usda_fndds_generated
cheese chicken Burrito,fndds_burrito_chicken_cheese,en,usda_fndds_generated
"Burrito, meat, no cheese",fndds_burrito_meat_no_cheese,en,usda_fndds_exact
Burrito meat no cheese,fndds_burrito_meat_no_cheese,en,usda_fndds_generated
no cheese meat Burrito,fndds_burrito_meat_no_cheese,en,usda_fndds_generated
Taco or tostada salad with chicken,fndds_taco_or_tostada_salad_with_chicken,en,usda_fndds_exact
"Taco, with beans, no cheese",fndds_taco_with_beans_no_cheese,en,usda_fndds_exact
Taco with beans no cheese,fndds_taco_with_beans_no_cheese,en,usda_fndds_generated
"Burrito, with beans, cheese",fndds_burrito_with_beans_cheese,en,usda_fndds_exact
Burrito with beans cheese,fndds_burrito_with_beans_cheese,en,usda_fndds_generated
"Nachos, chicken",fndds_nachos_chicken,en,usda_fndds_exact
Nachos chicken,fndds_nachos_chicken,en,usda_fndds_generated
chicken Nachos,fndds_nachos_chicken,en,usda_fndds_generated
"Nachos, with beans",fndds_nachos_with_beans,en,usda_fndds_exact
Nachos with beans,fndds_nachos_with_beans,en,usda_fndds_generated
"Nachos, cheese only",fndds_nachos_cheese_only,en,usda_fndds_exact
Nachos cheese only,fndds_nachos_cheese_only,en,usda_fndds_generated
cheese only Nachos,fndds_nachos_cheese_only,en,usda_fndds_generated
"Nachos, beef or pork",fndds_nachos_beef_or_pork,en,usda_fndds_exact
Nachos beef or pork,fndds_nachos_beef_or_pork,en,usda_fndds_generated
Frito pie,fndds_frito_pie,en,usda_fndds_exact
Chilaquiles,fndds_chilaquiles,en,usda_fndds_exact
Mexican pizza,fndds_mexican_pizza,en,usda_fndds_exact
"Tamale, beef",fndds_tamale_beef,en,usda_fndds_exact
Tamale beef,fndds_tamale_beef,en,usda_fndds_generated
beef Tamale,fndds_tamale_beef,en,usda_fndds_generated
"Tamale, pork",fndds_tamale_pork,en,usda_fndds_exact
Tamale pork,fndds_tamale_pork,en,usda_fndds_generated
"Pupusa, meat",fndds_pupusa_meat,en,usda_fndds_exact
Pupusa meat,fndds_pupusa_meat,en,usda_fndds_generated
meat Pupusa,fndds_pupusa_meat,en,usda_fndds_generated
"Gordita, meat",fndds_gordita_meat,en,usda_fndds_exact
Gordita meat,fndds_gordita_meat,en,usda_fndds_generated
meat Gordita,fndds_gordita_meat,en,usda_fndds_generated
"Fajita, shrimp",fndds_fajita_shrimp,en,usda_fndds_exact
Fajita shrimp,fndds_fajita_shrimp,en,usda_fndds_generated
shrimp Fajita,fndds_fajita_shrimp,en,usda_fndds_generated
"Enchilada, beef",fndds_enchilada_beef,en,usda_fndds_exact
Enchilada beef,fndds_enchilada_beef,en,usda_fndds_generated
beef Enchilada,fndds_enchilada_beef,en,usda_fndds_generated
"Enchilada, pork",fndds_enchilada_pork,en,usda_fndds_exact
Enchilada pork,fndds_enchilada_pork,en,usda_fndds_generated
pork Enchilada,fndds_enchilada_pork,en,usda_fndds_generated
"Tamale, chicken",fndds_tamale_chicken,en,usda_fndds_exact
Tamale chicken,fndds_tamale_chicken,en,usda_fndds_generated
chicken Tamale,fndds_tamale_chicken,en,usda_fndds_generated
"Tamale, no meat",fndds_tamale_no_meat,en,usda_fndds_exact
Tamale no meat,fndds_tamale_no_meat,en,usda_fndds_generated
no meat Tamale,fndds_tamale_no_meat,en,usda_fndds_generated
Pizza rolls,fndds_pizza_rolls,en,usda_fndds_exact
Topping from meat pizza,fndds_topping_from_meat_pizza,en,usda_fndds_exact
Topping from cheese pizza,fndds_topping_from_cheese_pizza,en,usda_fndds_exact
Topping from vegetable pizza,fndds_topping_from_vegetable_pizza,en,usda_fndds_exact
"Calzone, with meat and cheese",fndds_calzone_with_meat_and_cheese,en,usda_fndds_exact
Calzone with meat and cheese,fndds_calzone_with_meat_and_cheese,en,usda_fndds_generated
"Pizza, cheese, stuffed crust",fndds_pizza_cheese_stuffed_crust,en,usda_fndds_exact
Pizza cheese stuffed crust,fndds_pizza_cheese_stuffed_crust,en,usda_fndds_generated
stuffed crust cheese Pizza,fndds_pizza_cheese_stuffed_crust,en,usda_fndds_generated
"Pizza, no cheese, thin crust",fndds_pizza_no_cheese_thin_crust,en,usda_fndds_exact
Pizza no cheese thin crust,fndds_pizza_no_cheese_thin_crust,en,usda_fndds_generated
thin crust no cheese Pizza,fndds_pizza_no_cheese_thin_crust,en,usda_fndds_generated
"Pizza, no cheese, thick crust",fndds_pizza_no_cheese_thick_crust,en,usda_fndds_exact
Pizza no cheese thick crust,fndds_pizza_no_cheese_thick_crust,en,usda_fndds_generated
thick crust no cheese Pizza,fndds_pizza_no_cheese_thick_crust,en,usda_fndds_generated
"Pizza with extra meat, thin crust",fndds_pizza_with_extra_meat_thin_crust,en,usda_fndds_exact
Pizza with extra meat thin crust,fndds_pizza_with_extra_meat_thin_crust,en,usda_fndds_generated
Topping from meat and vegetable pizza,fndds_topping_from_meat_and_vegetable_pizza,en,usda_fndds_exact
"Calzone, with cheese, meatless",fndds_calzone_with_cheese_meatless,en,usda_fndds_exact
Calzone with cheese meatless,fndds_calzone_with_cheese_meatless,en,usda_fndds_generated
"Pizza with extra meat, thick crust",fndds_pizza_with_extra_meat_thick_crust,en,usda_fndds_exact
Pizza with extra meat thick crust,fndds_pizza_with_extra_meat_thick_crust,en,usda_fndds_generated
"Pizza, extra cheese, thin crust",fndds_pizza_extra_cheese_thin_crust,en,usda_fndds_exact
Pizza extra cheese thin crust,fndds_pizza_extra_cheese_thin_crust,en,usda_fndds_generated
thin crust extra cheese Pizza,fndds_pizza_extra_cheese_thin_crust,en,usda_fndds_generated
"White pizza, cheese, thin crust",fndds_white_pizza_cheese_thin_crust,en,usda_fndds_exact
White pizza cheese thin crust,fndds_white_pizza_cheese_thin_crust,en,usda_fndds_generated
thin crust cheese White pizza,fndds_white_pizza_cheese_thin_crust,en,usda_fndds_generated
"Pizza with pepperoni, stuffed crust",fndds_pizza_with_pepperoni_stuffed_crust,en,usda_fndds_exact
Pizza with pepperoni stuffed crust,fndds_pizza_with_pepperoni_stuffed_crust,en,usda_fndds_generated
"Pizza with extra meat, medium crust",fndds_pizza_with_extra_meat_medium_crust,en,usda_fndds_exact
Pizza with extra meat medium crust,fndds_pizza_with_extra_meat_medium_crust,en,usda_fndds_generated
Hamburger slider,fndds_hamburger_slider,en,usda_fndds_exact
Cheeseburger slider,fndds_cheeseburger_slider,en,usda_fndds_exact
Big Mac (McDonalds),fndds_big_mac_mcdonalds,en,usda_fndds_exact
Big Mac McDonalds,fndds_big_mac_mcdonalds,en,usda_fndds_generated
McDouble (McDonalds),fndds_mcdouble_mcdonalds,en,usda_fndds_exact
McDouble McDonalds,fndds_mcdouble_mcdonalds,en,usda_fndds_generated
Hamburger (McDonalds),fndds_hamburger_mcdonalds,en,usda_fndds_exact
Hamburger McDonalds,fndds_hamburger_mcdonalds,en,usda_fndds_generated
Whopper (Burger King),fndds_whopper_burger_king,en,usda_fndds_exact
Whopper Burger King,fndds_whopper_burger_king,en,usda_fndds_generated
Hamburger (Burger King),fndds_hamburger_burger_king,en,usda_fndds_exact
Hamburger Burger King,fndds_hamburger_burger_king,en,usda_fndds_generated
Cheeseburger (McDonalds),fndds_cheeseburger_mcdonalds,en,usda_fndds_exact
Cheeseburger McDonalds,fndds_cheeseburger_mcdonalds,en,usda_fndds_generated
Whopper Jr (Burger King),fndds_whopper_jr_burger_king,en,usda_fndds_exact
Whopper Jr Burger King,fndds_whopper_jr_burger_king,en,usda_fndds_generated
Cheeseburger (Burger King),fndds_cheeseburger_burger_king,en,usda_fndds_exact
Cheeseburger Burger King,fndds_cheeseburger_burger_king,en,usda_fndds_generated
Quarter Pounder (McDonalds),fndds_quarter_pounder_mcdonalds,en,usda_fndds_exact
Quarter Pounder McDonalds,fndds_quarter_pounder_mcdonalds,en,usda_fndds_generated
Double cheeseburger (McDonalds),fndds_double_cheeseburger_mcdonalds,en,usda_fndds_exact
Double cheeseburger McDonalds,fndds_double_cheeseburger_mcdonalds,en,usda_fndds_generated
Whopper with cheese (Burger King),fndds_whopper_with_cheese_burger_king,en,usda_fndds_exact
Whopper with cheese Burger King,fndds_whopper_with_cheese_burger_king,en,usda_fndds_generated
Double cheeseburger (Burger King),fndds_double_cheeseburger_burger_king,en,usda_fndds_exact
Double cheeseburger Burger King,fndds_double_cheeseburger_burger_king,en,usda_fndds_generated
Corn dog,fndds_corn_dog,en,usda_fndds_exact
Pig in a blanket,fndds_pig_in_a_blanket,en,usda_fndds_exact
Italian sausage sandwich on white,fndds_italian_sausage_sandwich_on_white,en,usda_fndds_exact
"Chili hot dog sandwich, on white bun",fndds_chili_hot_dog_sandwich_on_white_bun,en,usda_fndds_exact
Chili hot dog sandwich on white bun,fndds_chili_hot_dog_sandwich_on_white_bun,en,usda_fndds_generated
on white bun Chili hot dog sandwich,fndds_chili_hot_dog_sandwich_on_white_bun,en,usda_fndds_generated
"Chili hot dog sandwich, on wheat bun",fndds_chili_hot_dog_sandwich_on_wheat_bun,en,usda_fndds_exact
Chili hot dog sandwich on wheat bun,fndds_chili_hot_dog_sandwich_on_wheat_bun,en,usda_fndds_generated
on wheat bun Chili hot dog sandwich,fndds_chili_hot_dog_sandwich_on_wheat_bun,en,usda_fndds_generated
"Chili hot dog sandwich, on white bread",fndds_chili_hot_dog_sandwich_on_white_bread,en,usda_fndds_exact
